recovered,total_hospitalized,deaths,date,hospitalized_today,active,district,isolation,observation,confirmed
41267,1319,158,2020-11-24,148,3830,Kollam,19040,20359,45262
55138,839,222,2021-1-2,92,4832,Kollam,9114,9953,60207
63917,869,255,2021-1-23,103,5473,Kollam,11572,12441,69664
58977,668,242,2021-1-14,96,5639,Kollam,10333,11001,64875
46936,724,189,2020-12-9,73,3337,Kollam,13444,14168,50473
,221,,2020-6-30,16,193,Kollam,9574,9795,
,742,,2020-7-30,81,722,Kollam,8061,8803,
51416,688,204,2020-12-20,99,3016,Kollam,13221,13909,54649
3513,1243,26,2020-9-6,174,1718,Kollam,14307,15550,5260
15396,1575,81,2020-10-13,215,7882,Kollam,18068,19643,23363
,637,,2020-8-6,43,534,Kollam,7874,8511,
34994,1238,139,2020-11-13,125,5400,Kollam,17269,18507,40540
2470,1092,17,2020-8-27,258,1181,Kollam,14128,15220,3671
7429,2093,48,2020-9-27,317,4787,Kollam,19359,21452,12267
4261,1631,26,2020-9-10,249,1856,Kollam,15908,17539,6146
,619,,2020-8-10,64,562,Kollam,7091,7710,
32085,1422,125,2020-11-8,67,6089,Kollam,17210,18632,38306
10733,1691,71,2020-10-8,187,8772,Kollam,17307,18998,19580
58207,608,235,2021-1-11,48,4980,Kollam,10518,11126,63437
66202,900,257,2021-1-26,101,4724,Kollam,10713,11613,71203
56672,704,231,2021-1-7,83,5075,Kollam,8802,9506,61993
48217,678,194,2020-12-12,87,3192,Kollam,14089,14767,51614
21024,1639,93,2020-10-21,150,6646,Kollam,17677,19316,27768
40072,1385,152,2020-11-21,125,4057,Kollam,18318,19703,44288
,29,,2020-5-1,6,12,Kollam,1419,1448,
,17,,2020-4-1,2,2,Kollam,16661,16678,
,11,,2020-4-20,2,5,Kollam,2030,2041,
,15,,2020-5-20,5,4,Kollam,3696,3711,
,4,,2020-5-17,4,1,Kollam,3031,3035,
,11,,2020-4-17,4,5,Kollam,3629,3640,
,13,,2020-3-27,7,1,Kollam,17008,17021,
,10,,2020-3-10,4,0,Kollam,75,85,
,53,,2020-5-31,3,30,Kollam,8126,8179,
,3,,2020-3-6,0,0,Kollam,25,28,
53683,884,216,2020-12-29,100,4488,Kollam,11152,12036,58402
,157,,2020-6-21,31,137,Kollam,8048,8205,
,588,,2020-7-21,171,555,Kollam,7610,8198,
,257,,2020-7-16,91,235,Kollam,9041,9298,
,108,,2020-6-16,7,86,Kollam,7242,7350,
8381,2063,53,2020-10-1,161,6199,Kollam,17456,19519,14636
27731,1418,113,2020-11-1,156,6330,Kollam,16581,17999,34180
71555,733,273,2021-2-6,87,5465,Kollam,10849,11582,77314
42599,1051,163,2020-11-28,131,4115,Kollam,15472,16523,46885
74053,786,280,2021-2-10,98,5392,Kollam,13884,14670,79746
25296,1465,105,2020-10-28,207,6358,Kollam,16481,17946,31764
,298,,2020-7-18,40,327,Kollam,8522,8820,
,114,,2020-6-18,15,100,Kollam,7509,7623,
46386,735,185,2020-12-7,61,3363,Kollam,13931,14666,49944
,19,,2020-5-2,0,12,Kollam,1673,1692,
,14,,2020-4-2,4,4,Kollam,16157,16171,
,4,,2020-5-14,2,0,Kollam,1334,1338,
,11,,2020-4-14,0,6,Kollam,5093,5104,
,24,,2020-4-23,6,7,Kollam,1485,1509,
,22,,2020-5-23,6,9,Kollam,5134,5156,
72998,778,277,2021-2-8,116,5175,Kollam,11914,12692,78471
65869,897,255,2021-1-25,83,4462,Kollam,11713,12610,70606
58484,602,239,2021-1-12,84,5145,Kollam,10133,10735,63884
55834,742,224,2021-1-4,65,4644,Kollam,9229,9971,60717
30945,645,122,2020-11-6,95,6170,Kollam,8676,9321,37244
3309,1238,25,2020-9-5,162,1595,Kollam,13284,14522,4932
10128,1625,67,2020-10-6,173,8032,Kollam,16714,18339,18231
,647,,2020-8-5,76,552,Kollam,8519,9166,
,23,,2020-3-29,4,1,Kollam,17017,17040,
,3,,2020-3-8,0,0,Kollam,37,40,
4554,1824,28,2020-9-13,187,2334,Kollam,18151,19975,6919
,648,,2020-8-13,129,534,Kollam,6770,7418,
2296,881,15,2020-8-24,31,961,Kollam,8314,9195,3275
6765,1818,45,2020-9-24,188,3606,Kollam,19811,21629,10419
66944,865,261,2021-1-28,98,5146,Kollam,11132,11997,72371
57679,649,233,2021-1-9,91,4920,Kollam,9671,10320,62847
71230,739,271,2021-2-5,95,5267,Kollam,10578,11317,76789
75365,772,284,2021-2-13,101,5621,Kollam,14718,15490,81291
,10,,2020-5-19,4,4,Kollam,3549,3559,
,9,,2020-4-19,1,5,Kollam,2485,2494,
,185,,2020-7-15,25,213,Kollam,9155,9340,
,106,,2020-6-15,5,82,Kollam,7177,7283,
,167,,2020-6-22,18,150,Kollam,8326,8493,
,710,,2020-7-22,133,673,Kollam,7443,8153,
,205,,2020-7-3,16,204,Kollam,9663,9868,
,60,,2020-6-3,6,44,Kollam,10063,10123,
53024,962,215,2020-12-27,65,4537,Kollam,11578,12540,57791
35687,1105,141,2020-11-14,176,5235,Kollam,17503,18608,41070
16021,1602,82,2020-10-14,201,7806,Kollam,17787,19389,23914
3835,1297,26,2020-9-8,112,1676,Kollam,15841,17138,5540
,12,,2020-3-13,3,0,Kollam,312,324,
,568,,2020-8-8,59,496,Kollam,7175,7743,
,6,,2020-3-24,5,0,Kollam,1131,1137,
,2,,2020-3-5,1,0,Kollam,26,28,
49733,675,199,2020-12-15,104,2518,Kollam,13591,14266,52462
41923,1121,163,2020-11-26,162,4104,Kollam,18859,19980,46198
2667,1177,18,2020-8-29,123,1373,Kollam,14046,15223,4061
7873,1967,51,2020-9-29,171,5264,Kollam,17684,19651,13191
24303,1392,100,2020-10-26,95,6092,Kollam,15245,16637,30500
52028,673,208,2020-12-22,82,3132,Kollam,13382,14055,55381
33803,1265,134,2020-11-11,112,5708,Kollam,16842,18107,39652
14560,1599,80,2020-10-11,207,7469,Kollam,18831,20430,22113
2720,1326,19,2020-8-30,194,1470,Kollam,14404,15730,4212
8168,2039,51,2020-9-30,286,5781,Kollam,18227,20266,14003
,165,,2020-7-6,11,157,Kollam,10083,10248,
,79,,2020-6-6,12,72,Kollam,11697,11776,
,201,,2020-6-27,20,180,Kollam,9263,9464,
,886,,2020-7-27,70,821,Kollam,8032,8918,
,136,,2020-7-10,19,171,Kollam,9429,9565,
,106,,2020-6-10,11,89,Kollam,13430,13536,
76750,692,292,2021-2-16,77,5314,Kollam,16317,17009,82377
,4,,2020-3-21,0,0,Kollam,896,900,
,13,,2020-3-16,2,0,Kollam,401,414,
47216,694,190,2020-12-10,90,3361,Kollam,14299,14993,50778
41170,1312,156,2020-11-23,73,3467,Kollam,17983,19295,44800
22314,1367,97,2020-10-23,152,6504,Kollam,17189,18556,28920
68141,814,263,2021-1-31,87,5793,Kollam,11075,11889,74217
54777,929,221,2021-1-1,93,4810,Kollam,10496,11425,59823
18940,1659,86,2020-10-18,181,7048,Kollam,18522,20181,26079
59563,679,247,2021-1-17,80,6400,Kollam,10836,11515,66227
38131,1411,147,2020-11-18,444,4692,Kollam,17207,18618,42977
62409,777,253,2021-1-20,110,5099,Kollam,11125,11902,67779
,35,,2020-4-26,16,9,Kollam,990,1025,
,24,,2020-5-26,7,15,Kollam,5931,5955,
,7,,2020-5-11,1,3,Kollam,1175,1182,
,10,,2020-4-11,1,7,Kollam,6454,6464,
,17,,2020-3-30,4,1,Kollam,17032,17049,
,5,,2020-5-7,3,3,Kollam,1387,1392,
,15,,2020-4-7,10,6,Kollam,9417,9432,
44317,899,168,2020-12-2,104,3771,Kollam,14756,15655,48264
51118,676,204,2020-12-19,101,2830,Kollam,12377,13053,54165
29005,1310,118,2020-11-3,154,5984,Kollam,16008,17318,35113
8960,1872,60,2020-10-3,158,7038,Kollam,16517,18389,16062
2156,836,12,2020-8-21,117,782,Kollam,8643,9479,2953
6203,1603,40,2020-9-21,125,2883,Kollam,20482,22085,9129
4896,1806,32,2020-9-16,249,2664,Kollam,20362,22168,7595
,693,,2020-8-16,52,653,Kollam,7151,7844,
,690,,2020-7-31,27,681,Kollam,7658,8348,
,628,,2020-8-7,37,548,Kollam,7395,8023,
3644,1261,26,2020-9-7,140,1658,Kollam,14628,15889,5331
7160,1962,47,2020-9-26,289,4367,Kollam,19094,21056,11577
2411,953,17,2020-8-26,69,1064,Kollam,12237,13190,3495
,673,,2020-8-11,58,556,Kollam,6933,7606,
4283,1719,26,2020-9-11,206,2137,Kollam,15686,17405,6449
25747,1477,105,2020-10-29,122,6389,Kollam,16533,18010,32246
42751,979,163,2020-11-29,106,4389,Kollam,15475,16454,47311
43927,892,167,2020-12-1,95,3796,Kollam,14956,15848,47898
,10,,2020-5-21,3,6,Kollam,4132,4142,
,15,,2020-4-21,4,6,Kollam,1564,1579,
,11,,2020-4-16,5,5,Kollam,3956,3967,
,2,,2020-5-16,3,0,Kollam,2668,2670,
53335,933,215,2020-12-28,79,4400,Kollam,10674,11607,57965
57908,630,234,2021-1-10,88,5044,Kollam,9757,10387,63201
66397,897,258,2021-1-27,105,5011,Kollam,11071,11968,71686
56402,701,228,2021-1-6,105,5055,Kollam,8812,9513,61700
12117,1580,75,2020-10-9,140,8098,Kollam,17543,19123,20294
32539,1345,128,2020-11-9,37,5868,Kollam,16742,18087,38542
,8,,2020-3-26,3,0,Kollam,16456,16464,
,54,,2020-5-30,11,25,Kollam,7915,7969,
,23,,2020-4-30,11,12,Kollam,1350,1373,
,10,,2020-3-11,6,0,Kollam,167,177,
,3,,2020-3-7,0,0,Kollam,27,30,
39391,1382,151,2020-11-20,175,4275,Kollam,17858,19240,43824
20313,1600,88,2020-10-20,221,6620,Kollam,18148,19748,27026
48564,680,194,2020-12-13,83,3113,Kollam,13004,13684,51883
46655,738,186,2020-12-8,82,3410,Kollam,13612,14350,50261
72107,759,274,2021-2-7,81,5736,Kollam,11036,11795,78138
74359,757,281,2021-2-11,95,5664,Kollam,14500,15257,80325
34381,1352,136,2020-11-12,112,5527,Kollam,16789,18141,40051
14986,1549,81,2020-10-12,138,7385,Kollam,17103,18652,22456
51749,677,206,2020-12-21,99,2915,Kollam,13477,14154,54883
,432,,2020-7-20,90,479,Kollam,7749,8181,
,133,,2020-6-20,27,124,Kollam,7779,7912,
,112,,2020-6-17,12,95,Kollam,7419,7531,
,270,,2020-7-17,35,276,Kollam,8787,9057,
,52,,2020-6-1,8,35,Kollam,8383,8435,
,212,,2020-7-1,15,173,Kollam,9670,9882,
,769,,2020-8-19,56,692,Kollam,8182,8951,
41442,1259,162,2020-11-25,118,4190,Kollam,19019,20278,45801
,1,,2020-3-2,0,0,Kollam,8,9,
23581,1514,100,2020-10-25,154,6498,Kollam,16633,18147,30184
5809,1726,39,2020-9-19,270,2753,Kollam,22207,23933,8604
50108,663,200,2020-12-16,86,2649,Kollam,13751,14414,52969
,18,,2020-3-14,7,0,Kollam,290,308,
,3,,2020-3-23,0,0,Kollam,1070,1073,
,45,,2020-5-29,9,22,Kollam,7410,7455,
,36,,2020-4-29,4,15,Kollam,1171,1207,
,16,,2020-4-8,2,6,Kollam,9221,9237,
,8,,2020-5-8,5,1,Kollam,1341,1349,
37554,1087,145,2020-11-17,128,4578,Kollam,18192,19279,42284
,62,,2020-6-4,7,52,Kollam,10817,10879,
18300,1606,86,2020-10-17,242,7148,Kollam,17447,19053,25539
,151,,2020-7-4,13,183,Kollam,9649,9800,
52429,964,213,2020-12-24,224,3780,Kollam,12421,13385,56435
,110,,2020-6-12,15,91,Kollam,14660,14770,
,129,,2020-7-12,12,168,Kollam,8977,9106,
,769,,2020-7-25,72,859,Kollam,7941,8710,
,191,,2020-6-25,24,178,Kollam,8833,9024,
59830,691,249,2021-1-18,90,6453,Kollam,10975,11666,66549
75618,783,285,2021-2-14,88,5714,Kollam,15778,16561,81638
68794,783,265,2021-2-2,91,5977,Kollam,10312,11095,75057
,654,,2020-8-14,25,585,Kollam,6882,7536,
4719,1794,31,2020-9-14,106,2308,Kollam,18326,20120,7061
54414,944,219,2020-12-31,107,4758,Kollam,10567,11511,59406
6570,1831,45,2020-9-23,333,3361,Kollam,20419,22250,9979
2243,909,13,2020-8-23,90,904,Kollam,8476,9385,3163
,645,,2020-8-2,30,562,Kollam,7903,8548,
2980,1419,20,2020-9-2,148,1446,Kollam,13443,14862,4449
,7,,2020-3-19,1,0,Kollam,666,673,
30367,16728,121,2020-11-5,167,6078,Kollam,1458,18186,36573
9643,1752,62,2020-10-5,180,7677,Kollam,16424,18176,17386
55561,711,222,2021-1-3,51,4736,Kollam,8919,9630,60534
59214,660,244,2021-1-15,79,5868,Kollam,10547,11207,65343
26383,1453,107,2020-10-30,102,6232,Kollam,14844,16297,32728
,100,,2020-6-9,11,86,Kollam,12935,13035,
,129,,2020-7-9,11,145,Kollam,9719,9848,
43384,918,163,2020-11-30,81,3994,Kollam,15318,16236,47549
45311,778,180,2020-12-4,75,3367,Kollam,14116,14894,48867
,860,,2020-7-28,27,848,Kollam,7755,8615,
,217,,2020-6-28,18,189,Kollam,9367,9584,
,12,,2020-4-13,2,7,Kollam,5387,5399,
,5,,2020-5-13,2,2,Kollam,1245,1250,
,19,,2020-5-24,7,11,Kollam,5406,5425,
,10,,2020-4-24,3,6,Kollam,1498,1508,
,9,,2020-4-5,3,5,Kollam,12661,12670,
,4,,2020-5-5,2,3,Kollam,1888,1892,
73858,1193,612,2020-12-18,164,3220,Thiruvananthapuram,23931,25124,77752
88424,1278,744,2021-2-1,92,4027,Thiruvananthapuram,22456,23734,93271
10212,3863,90,2020-8-31,278,5221,Thiruvananthapuram,19708,23571,15548
24037,4099,239,2020-10-2,399,12121,Thiruvananthapuram,24394,28493,36433
,217,,2020-6-7,36,77,Thiruvananthapuram,16072,16289,
50981,2714,419,2020-11-2,213,8227,Thiruvananthapuram,25441,28155,59673
,299,,2020-7-7,73,178,Thiruvananthapuram,14069,14368,
,2323,,2020-7-26,290,2788,Thiruvananthapuram,12846,15169,
,170,,2020-6-26,26,84,Thiruvananthapuram,18116,18286,
,202,,2020-6-11,32,63,Thiruvananthapuram,18613,18815,
,499,,2020-7-11,87,512,Thiruvananthapuram,13672,14171,
87787,1362,743,2021-1-30,184,4077,Thiruvananthapuram,22371,23733,92683
61844,1724,510,2020-11-19,257,5590,Thiruvananthapuram,25523,27247,67992
40913,3571,356,2020-10-19,380,9054,Thiruvananthapuram,26451,30022,50368
68734,1380,563,2020-12-3,156,4020,Thiruvananthapuram,31778,33158,73369
,2,,2020-3-1,0,0,Thiruvananthapuram,30,32,
,47,,2020-3-20,7,4,Thiruvananthapuram,3663,3710,
,66,,2020-3-17,11,4,Thiruvananthapuram,729,795,
42887,3274,371,2020-10-22,362,9030,Thiruvananthapuram,25505,28779,52333
63610,1597,528,2020-11-22,126,4981,Thiruvananthapuram,26644,28241,69167
71641,1088,588,2020-12-11,122,3259,Thiruvananthapuram,29262,30350,75548
,112,,2020-5-27,28,29,Thiruvananthapuram,7391,7503,
,62,,2020-4-27,11,0,Thiruvananthapuram,1963,2025,
,77,,2020-3-31,13,9,Thiruvananthapuram,18315,18392,
,114,,2020-4-10,27,5,Thiruvananthapuram,4820,4934,
,41,,2020-5-10,11,0,Thiruvananthapuram,4018,4059,
,105,,2020-4-6,25,8,Thiruvananthapuram,12365,12470,
,49,,2020-5-6,7,0,Thiruvananthapuram,2855,2904,
82999,1223,700,2021-1-16,188,3271,Thiruvananthapuram,20578,21801,87043
84697,1259,711,2021-1-21,172,3402,Thiruvananthapuram,20573,21832,88884
19176,3989,171,2020-9-20,474,7037,Thiruvananthapuram,22530,26519,26416
6572,3088,49,2020-8-20,493,4756,Thiruvananthapuram,20899,23987,11401
,2860,,2020-8-17,286,4124,Thiruvananthapuram,20287,23147,
17646,3901,160,2020-9-17,454,5939,Thiruvananthapuram,21529,25430,23774
31902,4442,306,2020-10-10,716,12016,Thiruvananthapuram,27068,31510,44261
56545,2339,467,2020-11-10,242,7323,Thiruvananthapuram,25627,27966,64382
75347,1252,631,2020-12-23,133,3362,Thiruvananthapuram,22919,24171,79407
,2685,,2020-8-1,376,3167,Thiruvananthapuram,12448,15133,
10606,3747,91,2020-9-1,200,5052,Thiruvananthapuram,18747,22494,15775
91787,1235,783,2021-2-9,163,4104,Thiruvananthapuram,26770,28005,96753
85742,1350,724,2021-1-24,144,3780,Thiruvananthapuram,21766,23116,90320
82021,1207,689,2021-1-13,133,3288,Thiruvananthapuram,19658,20865,86070
79427,1146,670,2021-1-5,135,3301,Thiruvananthapuram,18575,19721,83467
,137,,2020-6-19,29,44,Thiruvananthapuram,16193,16330,
,2006,,2020-7-19,200,1884,Thiruvananthapuram,11411,13417,
,88,,2020-4-3,27,10,Thiruvananthapuram,18005,18093,
46892,2924,389,2020-10-27,245,8444,Thiruvananthapuram,25158,28082,55770
66085,1538,540,2020-11-27,189,4250,Thiruvananthapuram,27486,29024,70926
,64,,2020-5-3,8,2,Thiruvananthapuram,2632,2696,
72710,1072,595,2020-12-14,100,3032,Thiruvananthapuram,26145,27217,76397
,106,,2020-4-15,28,2,Thiruvananthapuram,2433,2539,
,38,,2020-5-15,4,0,Thiruvananthapuram,2891,2929,
,64,,2020-5-22,17,10,Thiruvananthapuram,5559,5623,
,38,,2020-4-22,9,1,Thiruvananthapuram,1356,1394,
36393,4067,338,2020-10-15,292,10953,Thiruvananthapuram,26778,30845,47724
59736,2078,494,2020-11-15,184,6196,Thiruvananthapuram,25274,27352,66473
76286,1229,644,2020-12-26,89,3238,Thiruvananthapuram,21971,23200,80235
,2775,,2020-8-4,316,3354,Thiruvananthapuram,13216,15991,
11777,3457,104,2020-9-4,322,4890,Thiruvananthapuram,18008,21465,16797
,109,,2020-3-28,29,6,Thiruvananthapuram,17985,18094,
,2891,,2020-8-12,266,3109,Thiruvananthapuram,16456,19347,
15707,3783,140,2020-9-12,364,5005,Thiruvananthapuram,20058,23841,20879
,11,,2020-3-9,7,0,Thiruvananthapuram,22,33,
21192,4062,206,2020-9-25,324,8740,Thiruvananthapuram,23293,27355,30171
7718,3977,65,2020-8-25,427,5456,Thiruvananthapuram,20423,24400,13264
,113,,2020-4-18,16,2,Thiruvananthapuram,1698,1811,
,52,,2020-5-18,11,5,Thiruvananthapuram,4214,4266,
28403,4329,280,2020-10-7,373,12752,Thiruvananthapuram,26591,30920,41472
54632,2529,451,2020-11-7,284,7940,Thiruvananthapuram,25732,28261,63070
,167,,2020-6-14,21,61,Thiruvananthapuram,20786,20953,
,806,,2020-7-14,121,794,Thiruvananthapuram,13367,14173,
,2571,,2020-7-23,252,2583,Thiruvananthapuram,11495,14066,
,173,,2020-6-23,34,70,Thiruvananthapuram,16477,16650,
,144,,2020-6-2,22,54,Thiruvananthapuram,10953,11097,
,236,,2020-7-2,45,95,Thiruvananthapuram,13193,13429,
87316,1333,741,2021-1-29,156,4200,Thiruvananthapuram,22182,23515,92333
80429,1174,681,2021-1-8,133,3300,Thiruvananthapuram,19660,20834,84480
89691,1311,760,2021-2-4,158,4024,Thiruvananthapuram,23173,24484,94552
92965,1240,794,2021-2-12,125,4055,Thiruvananthapuram,27507,28747,97894
,3008,,2020-8-9,208,3213,Thiruvananthapuram,15127,18135,
,5,,2020-3-12,2,1,Thiruvananthapuram,137,142,
14523,3495,129,2020-9-9,432,4582,Thiruvananthapuram,19908,23403,19261
,94,,2020-3-25,16,4,Thiruvananthapuram,6315,6409,
,2,,2020-3-4,3,0,Thiruvananthapuram,27,29,
22505,4079,217,2020-9-28,356,9804,Thiruvananthapuram,25190,29269,32560
9086,3992,85,2020-8-28,502,5413,Thiruvananthapuram,20429,24421,14609
69899,1326,568,2020-12-6,157,3759,Thiruvananthapuram,32046,33372,74281
18134,4014,164,2020-9-18,441,6372,Thiruvananthapuram,21524,25538,24700
,2,,2020-3-3,6,0,Thiruvananthapuram,28,30,
,2812,,2020-8-18,338,4306,Thiruvananthapuram,19741,22553,
,43,,2020-3-15,16,4,Thiruvananthapuram,1406,1449,
,53,,2020-3-22,10,4,Thiruvananthapuram,4873,4926,
69522,1332,567,2020-12-5,127,3792,Thiruvananthapuram,31595,32927,73936
49643,2827,410,2020-10-31,271,8622,Thiruvananthapuram,25176,28003,58721
83989,1204,706,2021-1-19,148,3271,Thiruvananthapuram,20769,21973,88039
94040,1196,797,2021-2-15,100,3892,Thiruvananthapuram,28062,29258,98810
89321,1284,754,2021-2-3,161,3991,Thiruvananthapuram,22996,24280,94143
25823,4526,255,2020-10-4,709,12487,Thiruvananthapuram,25259,29785,38601
52425,2678,433,2020-11-4,326,8073,Thiruvananthapuram,25736,28414,60978
,57,,2020-4-28,11,0,Thiruvananthapuram,2018,2075,
,116,,2020-5-28,12,36,Thiruvananthapuram,8197,8313,
,37,,2020-5-9,10,0,Thiruvananthapuram,3887,3924,
,98,,2020-4-9,24,5,Thiruvananthapuram,5704,5802,
77563,1196,657,2020-12-30,170,3191,Thiruvananthapuram,20615,21811,81479
,235,,2020-7-5,39,130,Thiruvananthapuram,13294,13529,
,198,,2020-6-5,49,71,Thiruvananthapuram,14514,14712,
,730,,2020-7-13,226,608,Thiruvananthapuram,13254,13984,
,186,,2020-6-13,20,60,Thiruvananthapuram,20062,20248,
,171,,2020-6-24,33,75,Thiruvananthapuram,17307,17478,
,2486,,2020-7-24,302,2650,Thiruvananthapuram,11831,14317,
76065,1256,638,2020-12-25,200,3263,Thiruvananthapuram,22463,23719,80033
37173,4030,343,2020-10-16,296,10762,Thiruvananthapuram,26786,30816,48319
60046,1972,499,2020-11-16,126,6085,Thiruvananthapuram,25261,27233,66677
16681,3694,156,2020-9-15,433,5413,Thiruvananthapuram,21400,25094,22279
,2924,,2020-8-15,471,3607,Thiruvananthapuram,19696,22620,
7120,4105,58,2020-8-22,1029,5091,Thiruvananthapuram,20136,24241,12294
20164,4011,186,2020-9-22,374,7248,Thiruvananthapuram,22234,26245,27630
,64,,2020-3-18,3,4,Thiruvananthapuram,2350,2414,
11351,3581,101,2020-9-3,357,4842,Thiruvananthapuram,17970,21551,16320
,2719,,2020-8-3,224,3423,Thiruvananthapuram,13110,15829,
,335,,2020-7-8,94,238,Thiruvananthapuram,14080,14415,
,208,,2020-6-8,23,79,Thiruvananthapuram,16626,16834,
,191,,2020-6-29,58,97,Thiruvananthapuram,20592,20783,
,2455,,2020-7-29,397,3023,Thiruvananthapuram,12385,14840,
,45,,2020-5-12,3,0,Thiruvananthapuram,4205,4250,
,110,,2020-4-12,27,2,Thiruvananthapuram,3769,3879,
,47,,2020-4-25,9,2,Thiruvananthapuram,1873,1920,
,101,,2020-5-25,30,29,Thiruvananthapuram,6754,6855,
,59,,2020-5-4,9,0,Thiruvananthapuram,2715,2774,
73585,1167,607,2020-12-17,114,3189,Thiruvananthapuram,23859,25026,77443
,101,,2020-4-4,30,9,Thiruvananthapuram,17342,17443,
44550,3247,380,2020-10-24,432,9157,Thiruvananthapuram,24956,28203,54132
64802,1516,534,2020-11-24,159,4362,Thiruvananthapuram,26608,28124,69746
78608,1166,661,2021-1-2,113,3237,Thiruvananthapuram,19116,20282,82575
85397,1338,719,2021-1-23,196,3731,Thiruvananthapuram,21169,22507,89921
82317,1190,692,2021-1-14,136,3283,Thiruvananthapuram,20017,21207,86365
70947,1182,579,2020-12-9,112,3407,Thiruvananthapuram,30241,31423,74989
,218,,2020-6-30,64,97,Thiruvananthapuram,21206,21424,
,2433,,2020-7-30,274,2872,Thiruvananthapuram,12453,14886,
74488,1216,619,2020-12-20,141,3277,Thiruvananthapuram,23494,24710,78448
12907,3510,112,2020-9-6,576,4869,Thiruvananthapuram,18790,22300,17915
34747,4189,314,2020-10-13,437,11366,Thiruvananthapuram,27115,31304,46464
,2985,,2020-8-6,314,3177,Thiruvananthapuram,14149,17134,
58280,2187,484,2020-11-13,175,6880,Thiruvananthapuram,25237,27424,65691
8542,3857,81,2020-8-27,432,5429,Thiruvananthapuram,20870,24727,14077
21999,4184,214,2020-9-27,646,9828,Thiruvananthapuram,24867,29051,32074
15006,3605,131,2020-9-10,362,4655,Thiruvananthapuram,19801,23406,19819
,3075,,2020-8-10,365,3229,Thiruvananthapuram,15174,18249,
55513,2490,453,2020-11-8,237,7478,Thiruvananthapuram,26255,28745,63491
29923,4393,290,2020-10-8,473,11689,Thiruvananthapuram,26707,31100,41939
81388,1147,685,2021-1-11,109,3190,Thiruvananthapuram,19939,21086,85334
86316,1299,727,2021-1-26,169,4040,Thiruvananthapuram,21928,23227,91158
80122,1206,680,2021-1-7,125,3295,Thiruvananthapuram,19259,20465,84167
72170,1093,590,2020-12-12,142,3101,Thiruvananthapuram,27686,28779,75921
41978,3466,366,2020-10-21,327,9106,Thiruvananthapuram,25775,29241,51495
63064,1635,520,2020-11-21,147,5152,Thiruvananthapuram,25951,27586,68784
,62,,2020-5-1,17,2,Thiruvananthapuram,2284,2346,
,77,,2020-4-1,20,10,Thiruvananthapuram,17981,18058,
,97,,2020-4-20,18,2,Thiruvananthapuram,1413,1510,
,47,,2020-5-20,14,7,Thiruvananthapuram,5023,5070,
,44,,2020-5-17,11,0,Thiruvananthapuram,3793,3837,
,113,,2020-4-17,21,2,Thiruvananthapuram,2042,2155,
,101,,2020-3-27,13,5,Thiruvananthapuram,10923,11024,
,16,,2020-3-10,6,0,Thiruvananthapuram,76,92,
,112,,2020-5-31,17,48,Thiruvananthapuram,9860,9972,
,3,,2020-3-6,0,0,Thiruvananthapuram,25,28,
77171,1139,653,2020-12-29,116,3267,Thiruvananthapuram,21355,22494,81159
,167,,2020-6-21,47,58,Thiruvananthapuram,15773,15940,
,2218,,2020-7-21,179,2201,Thiruvananthapuram,11474,13692,
,967,,2020-7-16,149,1279,Thiruvananthapuram,13335,14302,
,171,,2020-6-16,32,51,Thiruvananthapuram,14723,14894,
23680,4122,236,2020-10-1,375,11386,Thiruvananthapuram,24216,28338,35337
50474,2780,415,2020-11-1,330,8377,Thiruvananthapuram,25663,28443,59312
90592,1296,768,2021-2-6,165,4039,Thiruvananthapuram,24267,25563,95476
66450,1508,544,2020-11-28,166,4370,Thiruvananthapuram,28672,30180,71414
92141,1250,787,2021-2-10,134,4201,Thiruvananthapuram,27007,28257,97208
47486,2869,394,2020-10-28,359,8630,Thiruvananthapuram,25670,28539,56555
,1895,,2020-7-18,439,1685,Thiruvananthapuram,11986,13881,
,127,,2020-6-18,26,40,Thiruvananthapuram,15795,15922,
70196,1282,572,2020-12-7,73,3712,Thiruvananthapuram,31585,32867,74536
,64,,2020-5-2,11,2,Thiruvananthapuram,2462,2526,
,84,,2020-4-2,27,10,Thiruvananthapuram,17921,18005,
,43,,2020-5-14,18,0,Thiruvananthapuram,4518,4561,
,96,,2020-4-14,18,2,Thiruvananthapuram,2794,2890,
,44,,2020-4-23,23,2,Thiruvananthapuram,1445,1489,
,70,,2020-5-23,21,10,Thiruvananthapuram,5930,6000,
91365,1222,777,2021-2-8,114,4078,Thiruvananthapuram,25510,26732,96298
85944,1320,725,2021-1-25,122,3889,Thiruvananthapuram,21698,23018,90633
81686,1176,687,2021-1-12,148,3239,Thiruvananthapuram,19610,20786,85684
79143,1142,665,2021-1-4,129,3202,Thiruvananthapuram,18908,20050,83079
53871,481,450,2020-11-6,36,7983,Thiruvananthapuram,4036,4517,62351
12289,3537,108,2020-9-5,506,4963,Thiruvananthapuram,18037,21574,17387
27583,4306,266,2020-10-6,375,12404,Thiruvananthapuram,25927,30233,40290
,2884,,2020-8-5,426,3099,Thiruvananthapuram,13510,16394,
,93,,2020-3-29,18,8,Thiruvananthapuram,18052,18145,
,4,,2020-3-8,2,0,Thiruvananthapuram,29,33,
15998,3950,148,2020-9-13,549,5118,Thiruvananthapuram,20220,24170,21291
,2867,,2020-8-13,286,3347,Thiruvananthapuram,16743,19610,
